Symbol,Short Name,"Close (D)
[Trade Date] 2022-02-09
[Price Type] Yield",FULL,"Closing Price (Net)
[Trade Date] 2022-02-09","Estimated Clean Price (SHCH)
[Date] 2022-02-09","Estimated Yield (SHCH)
[Date] 2022-02-09","Estimated Dirty Price (SHCH)
[Date] 2022-02-09","Estimated Yield (CSI)
[Date] 2022-02-09
[Credibility] Recommended","Estimated Clean Price (CSI)
[Date] 2022-02-09
[Credibility] Recommended","Estimated Dirty Price (CSI)
[Date] 2022-02-09
[Credibility] Recommended",Dated Date,"Remaining Maturity (Year)
[Date] Most Recent
[Unit] Yearly",Initial Face Value,"Bond Latest Face Value
[Trade Date] Last Closing Day",Latest Bond Rating,Maturity Date,Coupon Type,Interest Accrual Method,Coupon Description,Coupon Frequency,COUPON_DATE,"Bond Term (Year)
[Unit] Yearly",Maturities (Text),Interest Reference,Coupon Date Description,"Bond Term (Year)
[Unit] Yearly","Issue Amount
[Unit] (100M)"
186437.SH,21 Yunnan 28,3.1001,101.2995,100,100.4036,3.0508,101.7138,,,,9/10/2021,9.5836,100,100,AAA,9/10/2031,Fixed Interest Rate,Simple interest,3.10%,2,3月10日,10,10,A/365,"Pay interest on September 10 and March 10 each year, and holidays are postponed",10,17.85
186438.SH,21 Yunnan 29,3.1001,101.2995,100,100.4036,3.0508,101.7138,,,,9/10/2021,9.5836,100,100,AAA,9/10/2031,Fixed Interest Rate,Simple interest,3.10%,2,3月10日,10,10,A/365,"Pay interest on September 10 and March 10 each year, and holidays are postponed",10,92.82
186461.SH,21 Anhui33,3.1001,101.2995,100,100.8113,3.0017,102.1216,,,,9/10/2021,9.5836,100,100,AAA,9/10/2031,Fixed Interest Rate,Simple interest,3.10%,2,3月10日,10,10,A/365,"Pay interest on September 10 and March 10 each year, and holidays are postponed",10,35
163211.SH,20 Sea Country 01,3.0503,102.9532,100.04,99.6506,3.4383,102.5638,,,,3/4/2020,1.063,100,100,AAA,3/4/2023,Fixed Interest Rate,Simple interest,3.10%,1,3月4日,3,3,A/365F,"Pay interest on March 4 every year, and holidays are postponed",3,30
173819.SH,Gansu 13,3.1,101.3589,100,101.0965,2.9457,102.4666,,,,9/3/2021,9.5644,100,100,AAA,9/3/2031,Fixed Interest Rate,Simple interest,3.10%,2,3月3日,10,8.5055,A/365,"Pay interest on September 3 and March 3 each year, and holidays are postponed",10,126
160401.SH,20Shanghai 03,3.097,101.4184,100,100.952,2.966,102.3588,,,,2/27/2020,8.0493,100,100,AAA,2/27/2030,Fixed Interest Rate,Simple interest,3.10%,2,2月27日,10,10,A/365,Pay interest on February 27 and August 27 every year.,10,70
186364.SH,21 Hebei general debt (phase IX) sh,3.0974,101.4268,100,100.8315,2.999,102.2467,,,,8/26/2021,9.5425,100,100,AAA,8/26/2031,Fixed Interest Rate,Simple interest,3.10%,2,2月26日,10,10,A/365,"Pay interest on August 26 and February 26 each year, and holidays are postponed",10,8
163164.SH,20 Flight Control 01,2.8537,103.2041,100.24,100.5458,2.5618,103.5099,,,,2/26/2020,1.0466,100,100,AAA,2/26/2023,Fixed Interest Rate,Simple interest,3.10%,1,2月26日,3,3,A/365F,"Interest shall be paid on February 26 every year, and holidays shall be postponed accordingly",3,7
160342.SH,20Guangdong 31,3.097,101.4863,100,100.9829,2.9614,102.4571,,,,2/19/2020,8.0274,100,100,AAA,2/19/2030,Fixed Interest Rate,Simple interest,3.10%,2,2月19日,10,10,A/365,The interest payment on February 19 and August 19 will be postponed every year,10,147.32
163149.SH,20 XingYe County G1,4.512,101.6505,98.61,100.6006,2.4951,103.6412,,,,2/17/2020,1.0219,100,100,AAA,2/17/2023,Fixed Interest Rate,Simple interest,3.10%,1,2月17日,3,3,A/365F,"Pay interest on February 17 every year, and holidays are postponed",3,30
140193.SH,MOF (HEILONGJIANG) 3.10% B260727,3.098,100.1189,100,102.0805,2.6028,102.2004,,,,7/27/2016,4.4603,100,100,AAA,7/27/2026,Fixed Interest Rate,Simple interest,3.10%,2,1月27日,10,10,A/365,"Pay interest on July 27 and January 27 each year, and holidays are postponed",10,45
140152.SH,MOF (ANHUI) 3.10% B260701,3.0981,100.3397,100,102.0901,2.5927,102.4327,,,,7/1/2016,4.389,100,100,AAA,7/1/2026,Fixed Interest Rate,Simple interest,3.10%,2,1月1日,10,10,A/365,"Pay interest on July 1st and January 1st every year, and holidays are postponed",10,47.7
185089.SH,21 Quancheng 02,2.991,100.7833,100.25,100.38,2.9456,100.9133,,,,12/9/2021,2.8301,100,100,AAA,12/9/2024,Fixed Interest Rate,Simple interest,3.09%,1,12月9日,3,3,A/365F,The interest payment will be postponed on December 9 every year,3,11
185112.SH,Principle 21 C2,3.0814,100.5333,100,100.5421,2.7782,101.0754,,,,12/9/2021,1.8301,100,100,AAA,12/9/2023,Fixed Interest Rate,Simple interest,3.09%,1,12月9日,2,2,A/365F,The interest payment will be postponed on December 9 every year,2,40
185010.SH,21 Haitong 11,3.0838,100.6773,100,100.9069,2.7441,101.5841,,,,11/22/2021,2.7836,100,100,AAA,11/22/2024,Fixed Interest Rate,Simple interest,3.09%,1,11月22日,3,3,A/365F,The interest payment holiday will be postponed every November 22,3,50
188966.SH,21 Building Materials 07,2.7846,101.5758,100.78,100.9332,2.7292,101.7289,,,,11/8/2021,2.7452,100,100,AAA,11/8/2024,Fixed Interest Rate,Simple interest,3.09%,1,11月8日,3,3,A/365F,"Pay interest on November 8 each year, and postpone holidays",3,13
188813.SH,21 China Securities 16,3.0822,101.1429,100,100.9847,2.6902,102.1276,,,,9/28/2021,2.6301,100,100,AAA,9/27/2024,Fixed Interest Rate,Simple interest,3.09%,1,9月28日,3,3,A/365F,"Pay interest on September 28 each year, and holidays are postponed",3,22
188725.SH,21 GM 01,3.2204,100.9214,99.66,100.5637,2.857,101.8251,,,,9/14/2021,2.5945,100,100,AAA,9/14/2024,Fixed Interest Rate,Simple interest,3.09%,1,9月14日,3,3,A/365F,The interest payment holiday will be postponed on September 14 every year,3,10
188753.SH,SDIC 12,3.082,101.2614,100,100.9543,2.6998,102.2157,,,,9/14/2021,2.5945,100,100,AAA,9/14/2024,Fixed Interest Rate,Simple interest,3.09%,1,9月14日,3,3,A/365F,The interest payment holiday will be postponed on September 14 every year,3,20
188736.SH,King 21 12,2.3072,101.3399,100.07,100.9752,2.7055,102.2451,,,,9/13/2021,2.6849,100,100,AAA,10/17/2024,Fixed Interest Rate,Simple interest,3.09%,1,9月13日,3.0959,3.0959,A/365F,"Pay interest on September 13 every year, and holidays are postponed",3.0959,44
188701.SH,SDIC 11,3.0818,101.363,100,100.9473,2.6977,102.3103,,,,9/2/2021,2.5616,100,100,AAA,9/2/2024,Fixed Interest Rate,Simple interest,3.09%,1,9月2日,3,3,A/365F,"Pay interest on September 2 every year, and holidays are postponed",3,20
188689.SH,21 Jingtou 02,3.0817,101.3715,100,100.8898,2.7208,102.2612,,,,9/1/2021,2.5589,100,100,AAA,9/1/2024,Fixed Interest Rate,Simple interest,3.09%,1,9月1日,3,3,A/365F,The interest payment holiday will be postponed on September 1 every year,3,32
188588.SH,INDUSTRIAL SECURITIES 3.09% B240816,3.0815,101.5069,100,100.9501,2.6896,102.457,,,,8/16/2021,2.5151,100,100,AAA,8/16/2024,Fixed Interest Rate,Simple interest,3.09%,1,8月16日,3,3,A/365F,"Pay interest on August 16 each year, and holidays are postponed",3,40
140192.SH,MOF (HEILONGJIANG) 3.09% B230727,3.0757,101.6762,100,101.1171,2.2958,102.7933,,,,7/27/2016,1.4603,100,100,AAA,7/27/2023,Fixed Interest Rate,Simple interest,3.09%,1,7月27日,7,7,A/365,"Pay interest on July 27 every year, and postpone holidays",7,68
186085.SH,MOF (HUBEI) 3.09% B280720,3.0865,101.7355,100,101.4289,2.8422,103.1644,,,,7/20/2021,6.4411,100,100,AAA,7/20/2028,Fixed Interest Rate,Simple interest,3.09%,1,7月20日,7,7,A/365,"Pay interest on July 20 every year, and holidays are postponed",7,4.58
171512.SH,MOF (SHANXI) 3.09% B250717,3.3277,100.9809,99.22,101.8001,2.5325,103.561,,,,7/17/2020,3.4329,100,100,AAA,7/17/2025,Fixed Interest Rate,Simple interest,3.09%,1,7月17日,5,5,A/365,"Interest is paid on July 17 every year, holidays are postponed",5,13
173452.SH,MOF (TIANJIN) 3.09% B240617,3.0814,102.0148,100,101.5961,2.3793,103.611,,,,6/17/2021,2.3507,100,100,AAA,6/17/2024,Fixed Interest Rate,Simple interest,3.09%,1,6月17日,3,3,A/365,"Pay interest on June 17 each year, and holidays are postponed",3,38.92
101144.SH,21 Gansu 24,3.0889,100.5418,100,100.8248,2.9922,101.3681,,,,12/8/2021,9.8274,100,100,AAA,12/8/2031,Fixed Interest Rate,Simple interest,3.09%,2,6月8日,10,10,A/365,The interest payment on December 8 and June 8 will be postponed every year,10,28.9747
101145.SH,21 Gansu 25,3.0889,100.5418,100,100.8248,2.9922,101.3681,,,,12/8/2021,9.8274,100,100,AAA,12/8/2031,Fixed Interest Rate,Simple interest,3.09%,2,6月8日,10,10,A/365,The interest payment on December 8 and June 8 will be postponed every year,10,43.0033
101138.SH,21 Qinghai 19,3.0889,100.5503,100,100.906,2.9826,101.4578,,,,12/7/2021,9.8247,100,100,AAA,12/7/2031,Fixed Interest Rate,Simple interest,3.09%,2,6月7日,10,10,A/365,The interest payment on December 7 and June 7 will be postponed every year,10,6.7002
101140.SH,21 Qinghai 21,3.0889,100.5503,100,100.906,2.9826,101.4578,,,,12/7/2021,9.8247,100,100,AAA,12/7/2031,Fixed Interest Rate,Simple interest,3.09%,2,6月7日,10,10,A/365,The interest payment on December 7 and June 7 will be postponed every year,10,5.1
130952.SH,MOF (NINGBO) 3.09% B260516,3.0886,100.7281,100,101.9602,2.6005,102.6943,,,,5/16/2016,4.263,100,100,AAA,5/16/2026,Fixed Interest Rate,Simple interest,3.09%,2,5月16日,10,10,A/365,"Interest payments on May 16 and November 16 each year, holidays will be postponed",10,26.2
163470.SH,HPI 3.09% B230423,5.6233,101.7705,99.29,100.3911,2.7478,102.8715,,,,4/23/2020,1.2,100,100,AAA,4/23/2023,Fixed Interest Rate,Simple interest,3.09%,1,4月23日,3,3+N,A/365F,The interest payment holiday will be postponed on April 23 every year,3,25
130897.SH,MOF (HEILONGJIANG) 3.09% B230411,3.0767,102.5821,100,101.0524,2.161,103.6345,,,,4/11/2016,1.1671,100,100,AAA,4/11/2023,Fixed Interest Rate,Simple interest,3.09%,1,4月11日,7,7,A/365,"Pay interest on April 11 every year, and holidays are postponed",7,138.6
130901.SH,MOF (HEILONGJIANG) 3.09% B230411,3.0767,102.5821,100,101.0524,2.161,103.6345,,,,4/11/2016,1.1671,100,100,AAA,4/11/2023,Fixed Interest Rate,Simple interest,3.09%,1,4月11日,7,7,A/365,"Pay interest on April 11 every year, and holidays are postponed",7,39
130797.SH,MOF (SHANDONG) 3.09% B230311,3.0785,102.8445,100,101.0493,2.0946,103.8937,,,,3/11/2016,1.0822,100,100,AAA,3/11/2023,Fixed Interest Rate,Simple interest,3.09%,1,3月11日,7,7,A/365,"Interest payments on March 11 each year, holidays will be postponed",7,94.8
130801.SH,MOF (SHANDONG) 3.09% B230311,3.0785,102.8445,100,101.0493,2.0946,103.8937,,,,3/11/2016,1.0822,100,100,AAA,3/11/2023,Fixed Interest Rate,Simple interest,3.09%,1,3月11日,7,7,A/365,"Interest payments on March 11 each year, holidays will be postponed",7,85.2
186249.SH,MOF (JILIN) 3.09% B310812,3.087,101.5408,100,101.3251,2.8916,102.8533,,,,8/12/2021,9.5041,100,100,AAA,8/12/2031,Fixed Interest Rate,Simple interest,3.09%,2,2月12日,10,8.0049,A/365,Pay interest on August 12 and February 12 every year.,10,6.29
186221.SH,MOF (SHANXI) 3.09% B310806,3.089,100.0339,100,100.8012,2.9923,100.8353,,,,8/6/2021,9.4877,100,100,AAA,8/6/2031,Fixed Interest Rate,Simple interest,3.09%,2,2月6日,10,10,A/365,"Pay interest on August 6 and February 6 each year, and postpone holidays",10,38.76
186225.SH,MOF (SHANXI) 3.09% B310806,3.087,100.0339,100,101.1857,2.912,101.2198,,,,8/6/2021,9.4877,100,100,AAA,8/6/2031,Fixed Interest Rate,Simple interest,3.09%,2,2月6日,10,8.0049,A/365,"Pay interest on August 6 and February 6 each year, and postpone holidays",10,3.93
186077.SH,MOF (HUBEI) 3.09% B310720,3.089,100.1778,100,100.7046,3.0036,100.8838,,,,7/20/2021,9.4411,100,100,AAA,7/20/2031,Fixed Interest Rate,Simple interest,3.09%,2,1月20日,10,10,A/365,"Pay interest on July 20 and January 20 each year, and holidays are postponed",10,6.1
186080.SH,MOF (HUBEI) 3.09% B310720,3.087,100.1778,100,101.2416,2.9025,101.4208,,,,7/20/2021,9.4411,100,100,AAA,7/20/2031,Fixed Interest Rate,Simple interest,3.09%,2,1月20日,10,8.0049,A/365,"Pay interest on July 20 and January 20 each year, and holidays are postponed",10,4.33
101159.SH,21 E 177,3.0767,100.4979,100,101.6964,2.6981,102.1942,,,,12/13/2021,6.8411,100,100,AAA,12/13/2028,Fixed Interest Rate,Simple interest,3.08%,1,12月13日,7,5.0033,A/365,"Pay interest on December 13 each year, and postpone holidays",7,4.15
185035.SH,21 East Bond 02,2.9301,101.0382,100.38,100.8998,2.7376,101.558,,,,11/24/2021,2.789,100,100,AAA,11/24/2024,Fixed Interest Rate,Simple interest,3.08%,1,11月24日,3,3,A/365F,"Pay interest on November 24 every year, and holidays are postponed",3,40
188987.SH,21 Beijing Investment 03,2.9014,101.2095,100.45,100.8426,2.7551,101.602,,,,11/12/2021,2.7562,100,100,AAA,11/12/2024,Fixed Interest Rate,Simple interest,3.08%,1,11月12日,3,3,A/365F,"Pay interest on November 12 every year, and holidays are postponed",3,28
188963.SH,G21 Huaxin 1,3.0734,100.7848,100,101.0017,2.6936,101.7865,,,,11/9/2021,2.7479,100,100,AAA,11/9/2024,Fixed Interest Rate,Simple interest,3.08%,1,11月9日,3,3,A/365F,The interest payment will be postponed on November 9 every year,3,10
188751.SH,21 CSI 14,3.072,101.2404,100,100.8366,2.7379,102.077,,,,9/16/2021,2.6,100,100,AAA,9/16/2024,Fixed Interest Rate,Simple interest,3.08%,1,9月16日,3,3,A/365F,The interest payment holiday is postponed on September 16 every year,3,45
160863.SH,MOF (TIANJIN) 3.08% B250818,3.0739,101.4852,100,101.8157,2.5311,103.3009,,,,8/18/2020,3.5205,100,100,AAA,8/18/2025,Fixed Interest Rate,Simple interest,3.08%,1,8月18日,5,5,A/365,The interest payment holiday will be postponed on August 18 every year,5,4.6
160864.SH,MOF (TIANJIN) 3.08% B250818,3.0739,101.4852,100,101.8157,2.5311,103.3009,,,,8/18/2020,3.5205,100,100,AAA,8/18/2025,Fixed Interest Rate,Simple interest,3.08%,1,8月18日,5,5,A/365,The interest payment holiday will be postponed on August 18 every year,5,26.16
160872.SH,MOF (TIANJIN) 3.08% B250818,3.0739,101.4852,100,101.8157,2.5311,103.3009,,,,8/18/2020,3.5205,100,100,AAA,8/18/2025,Fixed Interest Rate,Simple interest,3.08%,1,8月18日,5,5,A/365,The interest payment holiday will be postponed on August 18 every year,5,5
171625.SH,MOF (HUBEI) 3.08% B250814,3.0739,101.5189,100,101.8127,2.5304,103.3316,,,,8/14/2020,3.5096,100,100,AAA,8/14/2025,Fixed Interest Rate,Simple interest,3.08%,1,8月14日,5,5,A/365,The interest payment holiday will be postponed on August 14 every year,5,94.63
188567.SH,21 certificate G9,3.2824,101.0358,99.5,100.9437,2.6806,102.4795,,,,8/12/2021,2.5041,100,100,AAA,8/12/2024,Fixed Interest Rate,Simple interest,3.08%,1,8月12日,3,3,A/365,The interest payment holiday will be postponed on August 12 every year,3,50
188506.SH,DONGXING SECURITIES 3.08% B240810,4.3625,98.5527,97,100.6954,2.7833,102.2481,,,,8/10/2021,2.4986,100,100,AAA,8/10/2024,Fixed Interest Rate,Simple interest,3.08%,1,8月10日,3,3,A/365F,"Pay interest on August 10 every year, and postpone holidays",3,9
140195.SH,MOF (HEILONGJIANG) 3.08% B230727,3.0658,101.6708,100,101.103,2.2958,102.7738,,,,7/27/2016,1.4603,100,100,AAA,7/27/2023,Fixed Interest Rate,Simple interest,3.08%,1,7月27日,7,7,A/365,"Pay interest on July 27 every year, and postpone holidays",7,55
140151.SH,MOF (ANHUI) 3.08% B230701,3.0654,101.8902,100,101.0668,2.2834,102.957,,,,7/1/2016,1.389,100,100,AAA,7/1/2023,Fixed Interest Rate,Simple interest,3.08%,1,7月1日,7,7,A/365,The interest payment holiday is postponed on July 1 every year,7,137
101194.SH,21 Tianjin 52,3.0789,100.3628,100,100.5312,3.0172,100.8951,,,,12/29/2021,9.8849,100,100,AAA,12/29/2031,Fixed Interest Rate,Simple interest,3.08%,2,6月29日,10,10,A/365,"Pay interest on December 29 and June 29 each year, and holidays are postponed",10,10.8
140138.SH,MOF (SHANXI) 3.08% B260627,3.0776,100.3797,100,101.9904,2.5954,102.3712,,,,6/27/2016,4.3781,100,100,AAA,6/27/2026,Fixed Interest Rate,Simple interest,3.08%,2,6月27日,10,10,A/365,"Pay interest on June 27 and December 27 each year, and postpone holidays",10,40
186974.SH,21 Shenzhen 78,3.0789,100.6666,100,100.9727,2.9384,101.6449,,,,11/23/2021,9.7863,100,100,AAA,11/23/2031,Fixed Interest Rate,Simple interest,3.08%,2,5月23日,10,8.0049,A/365,"Pay interest on November 23 and May 23 every year, and holidays are postponed",10,3.442
186975.SH,21 Shenzhen 79,3.0793,100.6666,100,100.3068,3.0432,100.979,,,,11/23/2021,9.7863,100,100,AAA,11/23/2031,Fixed Interest Rate,Simple interest,3.08%,2,5月23日,10,10,A/365,"Pay interest on November 23 and May 23 every year, and holidays are postponed",10,1.43
130587.SH,MOF (SHANGHAI) 3.08% B251026,3.0775,100.9029,100,101.9386,2.5281,102.844,,,,10/26/2015,3.7096,100,100,AAA,10/26/2025,Fixed Interest Rate,Simple interest,3.08%,2,4月26日,10,10,A/365,"Pay interest on October 26 and April 26 each year, and holidays are postponed",10,78.6
130591.SH,MOF (SHANGHAI) 3.08% B251026,3.0775,100.9029,100,101.9386,2.5281,102.844,,,,10/26/2015,3.7096,100,100,AAA,10/26/2025,Fixed Interest Rate,Simple interest,3.08%,2,4月26日,10,10,A/365,"Pay interest on October 26 and April 26 each year, and holidays are postponed",10,31.5
163351.SH,20 XinDa 01,2.7846,103.0103,100.31,100.4396,2.6735,103.1399,,,,3/27/2020,1.126,100,100,AAA,3/27/2023,Fixed Interest Rate,Simple interest,3.08%,1,3月27日,3,3,A/365F,"Pay interest on March 27 every year, and holidays are postponed",3,20
163229.SH,20 also 01,3.0682,102.7931,100,100.595,2.5183,103.3881,,,,3/16/2020,1.0959,100,100,AAA,3/16/2023,Fixed Interest Rate,Simple interest,3.08%,1,3月16日,3,3,A/365F,"Interest is paid on March 16 every year, holidays are postponed",3,3
186425.SH,MOF (LIAONING) 3.08% B310908,3.0799,101.3079,100,101.1779,2.9048,102.4967,,,,9/8/2021,9.5781,100,100,AAA,9/8/2031,Fixed Interest Rate,Simple interest,3.08%,2,3月8日,10,8.0049,A/365,"Pay interest on September 8 and March 8 each year, and holidays are postponed",10,96
186426.SH,21 Hebei 38,3.0801,101.3079,100,100.6973,2.9954,102.0161,,,,9/8/2021,9.5781,100,100,AAA,9/8/2031,Fixed Interest Rate,Simple interest,3.08%,2,3月8日,10,10,A/365,"Pay interest on September 8 and March 8 each year, and holidays are postponed",10,55
186429.SH,MOF (HEBEI) 3.08% B310908,3.0799,101.3079,100,101.1779,2.9048,102.4967,,,,9/8/2021,9.5781,100,100,AAA,9/8/2031,Fixed Interest Rate,Simple interest,3.08%,2,3月8日,10,8.0049,A/365,"Pay interest on September 8 and March 8 each year, and holidays are postponed",10,60
163192.SH,20 China Aluminum 02,2.681,103.3112,100.4,100.3917,2.6963,103.3029,,,,3/2/2020,1.0575,100,100,AAA,3/2/2023,Fixed Interest Rate,Simple interest,3.08%,1,3月2日,3,3,A/365F,"Interest is paid on March 2 every year, holidays are postponed",3,15
160427.SH,20QingDao 08,3.0771,101.4008,100,100.8612,2.9588,102.2505,,,,2/28/2020,8.0521,100,100,AAA,2/28/2030,Fixed Interest Rate,Simple interest,3.08%,2,2月28日,10,10,A/365,Interest payment holidays on February 28 and August 28 will be postponed every year,10,34
160428.SH,20QingDao 09,3.0771,101.4008,100,100.8612,2.9588,102.2505,,,,2/28/2020,8.0521,100,100,AAA,2/28/2030,Fixed Interest Rate,Simple interest,3.08%,2,2月28日,10,10,A/365,Interest payment holidays on February 28 and August 28 will be postponed every year,10,5
160429.SH,20QingDao 10,3.0771,101.4008,100,100.8612,2.9588,102.2505,,,,2/28/2020,8.0521,100,100,AAA,2/28/2030,Fixed Interest Rate,Simple interest,3.08%,2,2月28日,10,10,A/365,Interest payment holidays on February 28 and August 28 will be postponed every year,10,3
160399.SH,20Shanghai 01,3.0777,102.9365,100,101.8069,2.6919,104.7435,,,,2/27/2020,5.0493,100,100,AAA,2/27/2027,Fixed Interest Rate,Simple interest,3.08%,1,2月27日,7,7,A/365,"Pay interest on February 27 every year, and postpone holidays",7,45
160400.SH,20Shanghai 02,3.0777,102.9365,100,101.8069,2.6919,104.7435,,,,2/27/2020,5.0493,100,100,AAA,2/27/2027,Fixed Interest Rate,Simple interest,3.08%,1,2月27日,7,7,A/365,"Pay interest on February 27 every year, and postpone holidays",7,50
160381.SH,20 Tianjin 21,3.0777,102.945,100,101.8072,2.6917,104.7522,,,,2/26/2020,5.0466,100,100,AAA,2/26/2027,Fixed Interest Rate,Simple interest,3.08%,1,2月26日,7,7,A/365,"Interest shall be paid on February 26 every year, and holidays shall be postponed accordingly",7,6.1
160354.SH,20Hainan 02,3.0778,102.9619,100,101.8749,2.6769,104.8367,,,,2/24/2020,5.0411,100,100,AAA,2/24/2027,Fixed Interest Rate,Simple interest,3.08%,1,2月24日,7,7,A/365,The interest payment holiday is postponed on February 24 every year,7,7.3
186125.SH,MOF (SHANGHAI) 3.08% B310727,3.079,100.1181,100,100.6858,2.9961,100.8049,,,,7/27/2021,9.4603,100,100,AAA,7/27/2031,Fixed Interest Rate,Simple interest,3.08%,2,1月27日,10,10,A/365,"Pay interest on July 27 and January 27 each year, and holidays are postponed",10,104.8
186129.SH,MOF (SHANGHAI) 3.08% B310727,3.079,100.1181,100,100.6858,2.9961,100.8049,,,,7/27/2021,9.4603,100,100,AAA,7/27/2031,Fixed Interest Rate,Simple interest,3.08%,2,1月27日,10,10,A/365,"Pay interest on July 27 and January 27 each year, and holidays are postponed",10,47.7
196229.SH,22 Anxin 01,3.0761,100.1772,100,99.7473,3.1704,99.9245,,,,1/20/2022,2.9452,100,100,AAA,1/20/2025,Fixed Interest Rate,Simple interest,3.08%,1,1月20日,3,3,A/365F,"Pay interest on January 20 every year, and holidays are postponed",3,40
185125.SH,21 letter 16,3.062,100.4626,100,100.3473,2.8713,100.8099,,,,12/17/2021,1.8521,100,100,AAA,12/17/2023,Fixed Interest Rate,Simple interest,3.07%,1,12月17日,2,2,A/365F,"Interest is paid on December 17 each year, holidays are postponed",2,30
185045.SH,21 CSI 20,3.0639,100.6561,100,100.8733,2.7376,101.5294,,,,11/24/2021,2.789,100,100,AAA,11/24/2024,Fixed Interest Rate,Simple interest,3.07%,1,11月24日,3,3,A/365F,"Pay interest on November 24 every year, and holidays are postponed",3,30
186963.SH,21 Shenzhen 67,3.0673,100.6645,100,101.2143,2.8693,101.8787,,,,11/23/2021,6.7863,100,100,AAA,11/23/2028,Fixed Interest Rate,Simple interest,3.07%,1,11月23日,7,7,A/365,"Pay interest on November 23 every year, and holidays are postponed",7,1
186969.SH,21 Shenzhen 73,3.0673,100.6645,100,101.2143,2.8693,101.8787,,,,11/23/2021,6.7863,100,100,AAA,11/23/2028,Fixed Interest Rate,Simple interest,3.07%,1,11月23日,7,7,A/365,"Pay interest on November 23 every year, and holidays are postponed",7,0.37
186926.SH,21 Hebei 59,3.0666,100.6729,100,101.6343,2.731,102.3071,,,,11/22/2021,6.7836,100,100,AAA,11/22/2028,Fixed Interest Rate,Simple interest,3.07%,1,11月22日,7,5.5034,A/365,The interest payment holiday will be postponed every November 22,7,13.49
186683.SH,MOF (JIANGXI) B261025,3.0658,100.9084,100,101.7929,2.6575,102.7013,,,,10/25/2021,4.7068,100,100,AAA,10/25/2026,Fixed Interest Rate,Simple interest,3.07%,1,10月25日,5,5,A/365,"Pay interest on October 25 each year, and holidays are postponed",5,5
186684.SH,21 Jiangxi Bonds Special Project 19 Phase of SH.,3.0658,100.9504,100,101.7596,2.6639,102.71,,,,10/20/2021,4.6932,100,100,AAA,10/20/2026,Fixed Interest Rate,Simple interest,3.07%,1,10月20日,5,5,A/365,"Pay interest on October 20 each year, and postpone holidays",5,34.2458
171867.SH,MOF (SHANGHAI) 3.07% B230928,3.0578,101.1355,100,101.1193,2.3568,102.2548,,,,9/28/2020,1.6329,100,100,AAA,9/28/2023,Fixed Interest Rate,Simple interest,3.07%,1,9月28日,3,3,A/365,"Pay interest on September 28 each year, and holidays are postponed",3,21.2
186571.SH,21 Shandong 59,3.0667,101.1691,100,101.3485,2.8419,102.5177,,,,9/24/2021,6.6219,100,100,AAA,9/24/2028,Fixed Interest Rate,Simple interest,3.07%,1,9月24日,7,7,A/365,The interest payment holiday will be postponed every September 24,7,71.92
186572.SH,MOF (SHANDONG) 3.07% B280924,3.0667,101.1691,100,101.3485,2.8419,102.5177,,,,9/24/2021,6.6219,100,100,AAA,9/24/2028,Fixed Interest Rate,Simple interest,3.07%,1,9月24日,7,7,A/365,The interest payment holiday will be postponed every September 24,7,52.3
188699.SH,21 National Railway 02,3.0619,101.3205,100,100.8797,2.7069,102.2002,,,,9/6/2021,2.5726,100,100,AAA,9/6/2024,Fixed Interest Rate,Simple interest,3.07%,1,9月6日,3,3,A/365F,"Pay interest on September 6 every year, and holidays are postponed",3,23.3
188527.SH,21 South 05,3.0616,101.556,100,100.5996,2.8131,102.1556,,,,8/9/2021,2.4959,100,100,AAA,8/9/2024,Fixed Interest Rate,Simple interest,3.07%,1,8月9日,3,3,A/365F,Interest payment will be postponed on August 9 every year,3,8
188502.SH,NANJING METRO 3.07% B240805,2.8338,102.1297,100.54,100.7423,2.7521,102.332,,,,8/5/2021,2.4849,100,100,AAA,8/5/2024,Fixed Interest Rate,Simple interest,3.07%,1,8月5日,3,3,A/365F,"Pay interest on August 5 every year, and postpone holidays",3,28
186128.SH,MOF (SHANGHAI) 3.07% B280727,3.0666,101.6654,100,101.4638,2.8171,103.1291,,,,7/27/2021,6.4603,100,100,AAA,7/27/2028,Fixed Interest Rate,Simple interest,3.07%,1,7月27日,7,7,A/365,"Pay interest on July 27 every year, and postpone holidays",7,21.2
186133.SH,MOF (SHANGHAI) 3.07% B280727,3.0666,101.6654,100,101.4638,2.8171,103.1291,,,,7/27/2021,6.4603,100,100,AAA,7/27/2028,Fixed Interest Rate,Simple interest,3.07%,1,7月27日,7,7,A/365,"Pay interest on July 27 every year, and postpone holidays",7,65
186074.SH,MOF (XIAMEN) 3.07% B260721,3.0652,101.7158,100,101.8728,2.6155,103.5886,,,,7/21/2021,4.4438,100,100,AAA,7/21/2026,Fixed Interest Rate,Simple interest,3.07%,1,7月21日,5,5,A/365,The interest payment holiday on July 21 every year is postponed,5,8
140119.SH,MOF (JIANGXI) 3.07% B230622,3.0555,101.9598,100,101.0269,2.2894,102.9866,,,,6/22/2016,1.3644,100,100,AAA,6/22/2023,Fixed Interest Rate,Simple interest,3.07%,1,6月22日,7,7,A/365,The interest payment holiday is extended on June 22 every year,7,63.5
